sequenceID	source.name	full_name	Species	Serotype
MA345026	ncbi-nuccore-aav	Adeno-associated virus	-	-
MA345027	ncbi-nuccore-aav	Adeno-associated virus	-	-
MA345029	ncbi-nuccore-aav	Adeno-associated virus	-	-
MA345030	ncbi-nuccore-aav	Adeno-associated virus	-	-
MA345031	ncbi-nuccore-aav	Adeno-associated virus	-	-
MA630849	ncbi-nuccore-aav	Adeno-associated virus	-	-
MA783944	ncbi-nuccore-aav	Adeno-associated virus	-	-
MA845156	ncbi-nuccore-aav	Adeno-associated virus	-	-
MA845157	ncbi-nuccore-aav	Adeno-associated virus	-	-
MA845158	ncbi-nuccore-aav	Adeno-associated virus	-	-
MA845159	ncbi-nuccore-aav	Adeno-associated virus	-	-
MA845160	ncbi-nuccore-aav	Adeno-associated virus	-	-
MA845161	ncbi-nuccore-aav	Adeno-associated virus	-	-
MA845162	ncbi-nuccore-aav	Adeno-associated virus	-	-
MA845163	ncbi-nuccore-aav	Adeno-associated virus	-	-
MA845164	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MA845165	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MA845166	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MA845167	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MA845168	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MA845171	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MA845174	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MA845175	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MA845176	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MA845177	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MA845178	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MA845179	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MA845180	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MA845181	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MA845182	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MA845183	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MA845186	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MA845187	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MA845188	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MA845189	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MA845190	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MA845191	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MA845192	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MA845193	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MA845194	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MA845195	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MA845196	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MA845197	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MA845198	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MA845199	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MA845200	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MB418473	ncbi-nuccore-aav	Adeno-associated virus - 1	DependoA	AAV1
MB418474	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV8
MB418479	ncbi-nuccore-aav	adeno-associated virus 2	DependoA	AAV2
MB418480	ncbi-nuccore-aav	adeno-associated virus 2	DependoA	AAV2
MB418486	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MB418487	ncbi-nuccore-aav	Adeno-associated virus	-	-
MB418489	ncbi-nuccore-aav	Adeno-associated virus - 3	DependoA	AAV3
MB418491	ncbi-nuccore-aav	Adeno-associated virus 3B	DependoA	AAV3
MB418503	ncbi-nuccore-aav	Adeno-associated virus - 4	DependoA	AAV4
MB418504	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MB418507	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MB418508	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV10
MB418509	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV10
MB418510	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MB418511	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MB418512	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MB418513	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MB418516	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MB418517	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MB418521	ncbi-nuccore-aav	Adeno-associated virus - 6	DependoA	AAV6
MB418524	ncbi-nuccore-aav	adeno-associated virus 7	DependoA	AAV7
MB418528	ncbi-nuccore-aav	adeno-associated virus 8	DependoA	AAV8
MB418532	ncbi-nuccore-aav	Adeno-associated virus 9	DependoA	AAV9
MB418533	ncbi-nuccore-aav	Adeno-associated virus 9	DependoA	AAV9
MB418536	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MB418537	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MB418538	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MB418539	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MB418540	ncbi-nuccore-aav	Adeno-associated virus	-	-
MB418541	ncbi-nuccore-aav	Adeno-associated virus	-	-
MB418542	ncbi-nuccore-aav	Adeno-associated virus	-	-
MB418543	ncbi-nuccore-aav	Adeno-associated virus	-	-
MB418544	ncbi-nuccore-aav	Adeno-associated virus	-	-
MB418545	ncbi-nuccore-aav	Adeno-associated virus	-	-
MB418548	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MB418549	ncbi-nuccore-aav	Adeno-associated virus	-	-
MB418555	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MB418556	ncbi-nuccore-aav	Adeno-associated virus	-	-
MB418557	ncbi-nuccore-aav	Adeno-associated virus	-	-
MB418558	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MB418560	ncbi-nuccore-aav	Adeno-associated virus	-	-
MB418563	ncbi-nuccore-aav	Adeno-associated virus	-	-
MB418564	ncbi-nuccore-aav	Adeno-associated virus	-	-
MB418565	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV10
MB418566	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV10
MB418605	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MB418606	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MB418608	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MB418610	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MB418613	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MB418614	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MB418654	ncbi-nuccore-aav	Adeno-associated virus	-	-
MB418655	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MB418658	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MB418659	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MB418660	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MB418661	ncbi-nuccore-aav	Adeno-associated virus	-	-
MB418663	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MB418665	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MB418666	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MB418668	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV11
MB418669	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV11
MB418670	ncbi-nuccore-aav	Adeno-associated virus	-	-
MB418671	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MB418672	ncbi-nuccore-aav	Adeno-associated virus	-	-
MB418673	ncbi-nuccore-aav	Adeno-associated virus	-	-
MB418709	ncbi-nuccore-aav	Bovine adeno-associated virus	DependoB	BAAV
MD729635	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MK139243	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MK139244	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MK139245	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MK139246	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MK139247	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MK139248	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MK139249	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MK139250	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MK139251	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MK139252	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MK139253	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MK139254	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MK139255	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MK139256	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MK139257	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MK139258	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MK139259	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MK139260	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MK139261	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MK139262	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MK139263	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MK139264	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MK139265	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MK139266	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MK139267	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MK139268	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MK139269	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MK139270	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MK139271	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MK139272	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MK139273	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MK139274	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MK139275	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MK139276	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MK139277	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MK139278	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MK139279	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MK139280	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MK139281	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MK139282	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MK139283	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MK139284	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MK139285	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MK139286	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MK139287	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MK139288	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MK139289	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MK139290	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MK139291	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MK139292	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MK139293	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MK139294	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MK139295	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MK139296	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MK139297	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MK139298	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MK139299	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MK163929	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MK163930	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MK163931	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MK163932	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MK163933	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MK163934	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MK163935	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MK163936	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MK163937	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MK163938	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MK163939	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MK163940	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MK163941	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MK163942	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MK905734	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MN242366	ncbi-nuccore-aav	Adeno-associated virus	-	-
MN242367	ncbi-nuccore-aav	Adeno-associated virus	-	-
MN765172	ncbi-nuccore-aav	Dependoparvovirus primate1	DependoA	-
MN765173	ncbi-nuccore-aav	Dependoparvovirus primate1	DependoA	AAV2
MN765174	ncbi-nuccore-aav	Dependoparvovirus primate1	DependoA	AAV2
MN765175	ncbi-nuccore-aav	Dependoparvovirus primate1	DependoA	-
MN765176	ncbi-nuccore-aav	Dependoparvovirus primate1	DependoA	AAV2
MN765177	ncbi-nuccore-aav	Dependoparvovirus primate1	DependoA	AAV2
MN765178	ncbi-nuccore-aav	Dependoparvovirus primate1	DependoA	-
MN765179	ncbi-nuccore-aav	Dependoparvovirus primate1	DependoA	AAV2
MN765180	ncbi-nuccore-aav	Dependoparvovirus primate1	DependoA	AAV2
MN765181	ncbi-nuccore-aav	Dependoparvovirus primate1	DependoA	AAV2
MN765182	ncbi-nuccore-aav	Dependoparvovirus primate1	DependoA	AAV2
MP120122	ncbi-nuccore-aav	Adeno-associated virus	-	-
MP120133	ncbi-nuccore-aav	Adeno-associated virus	-	-
MP120140	ncbi-nuccore-aav	Adeno-associated virus	-	-
MP120151	ncbi-nuccore-aav	Adeno-associated virus	-	-
MP123196	ncbi-nuccore-aav	Adeno-associated virus	-	-
MP123207	ncbi-nuccore-aav	Adeno-associated virus	-	-
MP372428	ncbi-nuccore-aav	adeno-associated virus 2	DependoA	AAV2
MP406981	ncbi-nuccore-aav	adeno-associated virus 8	DependoA	AAV8
MP471880	ncbi-nuccore-aav	Adeno-associated virus	-	-
MP510549	ncbi-nuccore-aav	Adeno-associated virus	-	-
MP814789	ncbi-nuccore-aav	Adeno-associated virus	-	-
MP814795	ncbi-nuccore-aav	Adeno-associated virus	-	-
MP863873	ncbi-nuccore-aav	adeno-associated virus 5	-	-
MQ105706	ncbi-nuccore-aav	Adeno-associated virus - 6	DependoA	AAV6
MQ105707	ncbi-nuccore-aav	adeno-associated virus 8	DependoA	AAV8
MS646814	ncbi-nuccore-aav	Adeno-associated virus	-	-
MS646815	ncbi-nuccore-aav	Adeno-associated virus	-	-
MS646816	ncbi-nuccore-aav	Adeno-associated virus	-	-
MS646817	ncbi-nuccore-aav	Adeno-associated virus	-	-
MS646818	ncbi-nuccore-aav	Adeno-associated virus	-	-
MS646819	ncbi-nuccore-aav	Adeno-associated virus	-	-
MS646820	ncbi-nuccore-aav	Adeno-associated virus	-	-
MS646821	ncbi-nuccore-aav	Adeno-associated virus	-	-
MS646822	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MS646823	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MS646824	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MS646825	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MS646826	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MS646829	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MS646832	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MS646833	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MS646834	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MS646835	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MS646836	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MS646837	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MS646838	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MS646839	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MS646840	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MS646841	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MS646844	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MS646845	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MS646846	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MS646847	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MS646848	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MS646849	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MS646850	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MS646851	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MS646852	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MS646853	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MS646854	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MS646855	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MS646856	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MS646857	ncbi-nuccore-aav	adeno-associated virus 2	-	-
MT709008	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MT709009	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
MT709012	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MT709014	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
MZ364221	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
NC_040671	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF078830	ncbi-nuccore-aav	adeno-associated virus 2	DependoA	AAV2
OF116274	ncbi-nuccore-aav	Adeno-associated virus - 1	DependoA	AAV1
OF116275	ncbi-nuccore-aav	Adeno-associated virus - 3	DependoA	AAV3
OF116276	ncbi-nuccore-aav	Adeno-associated virus - 4	DependoA	AAV4
OF116277	ncbi-nuccore-aav	adeno-associated virus 5	DependoB	AAV5
OF126312	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190903	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190904	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190905	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190906	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190907	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190908	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190909	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190910	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190911	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190912	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190913	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190914	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190915	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190918	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190921	ncbi-nuccore-aav	adeno-associated virus 2	-	-
OF190922	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190923	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190924	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190925	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190926	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190927	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190928	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190929	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190930	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190933	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190934	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190935	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190936	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190937	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190938	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190939	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190940	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190941	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190942	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190943	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190944	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190945	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190946	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190947	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190951	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190952	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF190953	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF216985	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF283677	ncbi-nuccore-aav	adeno-associated virus 2	DependoA	AAV2
OF283688	ncbi-nuccore-aav	Adeno-associated virus 3B	DependoA	AAV3
OF283700	ncbi-nuccore-aav	Adeno-associated virus - 4	DependoA	AAV4
OF283701	ncbi-nuccore-aav	Adeno-associated virus - 4	DependoA	-
OF283718	ncbi-nuccore-aav	Adeno-associated virus - 6	DependoA	AAV6
OF283721	ncbi-nuccore-aav	adeno-associated virus 7	DependoA	AAV7
OF283725	ncbi-nuccore-aav	adeno-associated virus 8	DependoA	AAV8
OF283729	ncbi-nuccore-aav	Adeno-associated virus 9	DependoA	AAV9
OF283730	ncbi-nuccore-aav	Adeno-associated virus 9	DependoA	AAV9
OF283906	ncbi-nuccore-aav	Bovine adeno-associated virus	DependoB	BAAV
OF296682	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
OF485067	ncbi-nuccore-aav	Adeno-associated virus - 1	DependoA	AAV1
OF485068	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV8
OF485073	ncbi-nuccore-aav	adeno-associated virus 2	DependoA	AAV2
OF485074	ncbi-nuccore-aav	adeno-associated virus 2	DependoA	AAV2
OF485080	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
OF485081	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF485083	ncbi-nuccore-aav	Adeno-associated virus - 3	DependoA	AAV3
OF485085	ncbi-nuccore-aav	Adeno-associated virus 3B	DependoA	AAV3
OF485097	ncbi-nuccore-aav	Adeno-associated virus - 4	DependoA	AAV4
OF485100	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
OF485101	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV10
OF485102	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV10
OF485103	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
OF485104	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
OF485105	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
OF485106	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
OF485109	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
OF485110	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
OF485113	ncbi-nuccore-aav	Adeno-associated virus - 6	DependoA	AAV6
OF485116	ncbi-nuccore-aav	adeno-associated virus 7	DependoA	AAV7
OF485120	ncbi-nuccore-aav	adeno-associated virus 8	DependoA	AAV8
OF485124	ncbi-nuccore-aav	Adeno-associated virus 9	DependoA	AAV9
OF485125	ncbi-nuccore-aav	Adeno-associated virus 9	DependoA	AAV9
OF485128	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
OF485129	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
OF485130	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
OF485131	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
OF485132	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF485133	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF485134	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF485135	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF485136	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF485137	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF485140	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
OF485141	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF485147	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
OF485148	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF485149	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF485150	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
OF485152	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF485155	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF485156	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF485157	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV10
OF485158	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV10
OF485197	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
OF485198	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
OF485200	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
OF485202	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
OF485205	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
OF485206	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
OF485246	ncbi-nuccore-aav	Adeno-associated virus	-	-
OF485247	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
OF485250	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
OF485251	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
OF485252	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
OF485253	ncbi-nuccore-aav	Adeno-associated virus	-	-
